time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2020-08-30T17:53:15.000Z,45.51194086,-122.59442788,117.0,13.936001,339.6,2.36,0,gps,,,,,,,,36,
2020-08-30T17:53:23.000Z,45.51199768,-122.59468815,118.0,11.792,344.8,2.45,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:53:32.000Z,45.51222249,-122.59479765,116.0,9.648001,322.3,3.33,0,gps,0.9,0.9,1.2,-18.0,,,,36,
2020-08-30T17:53:40.000Z,45.51237393,-122.59497402,126.0,18.224,315.7,2.19,0,gps,0.8,0.8,1.2,-18.0,,,,36,
2020-08-30T17:53:49.000Z,45.51257892,-122.59514595,133.0,20.368,325.9,2.57,0,gps,0.8,0.8,1.2,-18.0,,,,36,
2020-08-30T17:53:58.000Z,45.51272446,-122.59532937,135.0,13.936001,340.3,3.76,0,gps,0.9,0.9,1.2,-18.0,,,,36,
2020-08-30T17:54:07.000Z,45.51292167,-122.59543173,136.0,11.792,354.7,2.64,0,gps,0.8,0.8,1.2,-18.0,,,,36,
2020-08-30T17:54:15.000Z,45.51312982,-122.59539446,134.0,10.72,16.7,3.31,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:54:23.000Z,45.51328224,-122.59524609,142.0,13.936001,9.0,1.76,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:54:32.000Z,45.51342385,-122.59474754,144.0,17.152,53.1,5.29,0,gps,0.9,0.9,1.3,-18.0,,,,36,
2020-08-30T17:54:41.000Z,45.51359497,-122.59462995,149.0,15.008,12.9,2.51,0,gps,0.6,0.7,1.0,-18.0,,,,36,
2020-08-30T17:54:51.000Z,45.51400944,-122.5949608,149.0,18.224,340.2,1.9,0,gps,0.7,0.7,1.0,-18.0,,,,36,
2020-08-30T17:55:01.000Z,45.51417927,-122.59493116,152.0,38.592003,337.8,2.87,0,gps,0.6,0.7,0.9,-18.0,,,,36,
2020-08-30T17:55:11.000Z,45.51441806,-122.59457161,159.0,26.800001,33.5,3.44,0,gps,0.7,0.8,1.0,-18.0,,,,36,
2020-08-30T17:55:19.000Z,45.5145828,-122.59446789,152.0,21.44,33.5,2.79,0,gps,0.7,0.8,1.0,-18.0,,,,36,
2020-08-30T17:55:27.000Z,45.51447111,-122.5942513,152.0,21.44,54.1,2.7,0,gps,0.7,0.7,1.0,-18.0,,,,36,
2020-08-30T17:55:35.000Z,45.51464331,-122.59398607,148.0,21.44,71.2,3.22,0,gps,0.7,0.7,1.0,-18.0,,,,36,
2020-08-30T17:55:44.000Z,45.51475843,-122.59361272,157.0,21.44,43.0,2.33,0,gps,1.0,0.8,1.3,-18.0,,,,36,
2020-08-30T17:55:53.000Z,45.5146203,-122.59332312,155.0,9.648001,94.7,3.07,0,gps,0.9,0.8,1.2,-18.0,,,,36,
2020-08-30T17:56:01.000Z,45.51447732,-122.59302883,155.0,18.224,122.3,2.55,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:56:09.000Z,45.51421795,-122.59303189,158.0,17.152,165.1,3.38,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:56:18.000Z,45.51401653,-122.59298,164.0,6.432,175.8,2.17,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:56:25.000Z,45.51390419,-122.5927998,162.0,13.936001,136.8,2.4,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:56:34.000Z,45.51377033,-122.59251975,167.0,13.936001,128.2,2.88,0,gps,1.0,1.0,1.4,-18.0,,,,36,
2020-08-30T17:56:43.000Z,45.51357947,-122.59224276,164.0,12.864,141.3,2.37,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:56:52.000Z,45.51333622,-122.59203947,162.0,13.936001,149.9,4.09,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:57:01.000Z,45.51303969,-122.59214125,175.0,11.792,174.2,2.62,0,gps,1.0,0.8,1.3,-18.0,,,,36,
2020-08-30T17:57:08.000Z,45.5129283,-122.59207179,169.0,13.936001,172.9,2.21,0,gps,0.8,0.8,1.1,-18.0,,,,36,
2020-08-30T17:57:17.000Z,45.51273013,-122.59200709,165.0,7.504,170.7,1.37,0,gps,0.8,0.8,1.1,-18.0,,,,35,
2020-08-30T17:57:25.000Z,45.51259974,-122.59209572,158.0,8.576,199.3,1.08,0,gps,0.6,0.7,1.0,-18.0,,,,35,
2020-08-30T17:57:33.000Z,45.51228787,-122.59215322,162.0,19.296001,174.0,3.35,0,gps,0.8,0.8,1.1,-18.0,,,,35,
2020-08-30T17:57:42.000Z,45.5120096,-122.59177007,170.0,17.152,156.8,3.52,0,gps,0.8,0.8,1.1,-18.0,,,,35,
2020-08-30T17:57:50.000Z,45.51182023,-122.59170346,163.0,11.792,170.6,2.01,0,gps,1.1,0.9,1.4,-18.0,,,,35,
2020-08-30T17:57:59.000Z,45.51167575,-122.59183241,164.0,10.72,196.6,3.05,0,gps,1.1,0.9,1.4,-18.0,,,,35,
2020-08-30T17:58:08.000Z,45.51143804,-122.59194993,162.0,21.44,222.9,3.17,0,gps,0.8,0.8,1.2,-18.0,,,,35,
2020-08-30T17:58:16.000Z,45.51128763,-122.59216518,166.0,13.936001,233.8,2.47,0,gps,0.9,0.8,1.2,-18.0,,,,35,
2020-08-30T17:58:24.000Z,45.51128623,-122.59239885,168.0,12.864,310.2,3.83,0,gps,0.8,0.8,1.2,-18.0,,,,35,
2020-08-30T17:58:32.000Z,45.5115425,-122.59271635,160.0,18.224,298.3,1.64,0,gps,0.7,0.8,1.1,-18.0,,,,35,
2020-08-30T17:58:41.000Z,45.5115834,-122.59268836,162.0,16.08,59.0,1.8,0,gps,0.7,0.8,1.0,-18.0,,,,35,
